From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2023-03-20 03:00:00,2023-03-20 04:00:00,,,1.5,15.8,9.65,26.4,15.88,0.31,47.07,0.4,1.27,0.2,,71.5,0.8,251.5,12.0,23.1,0.0,0.03
2023-03-20 04:00:00,2023-03-20 05:00:00,,,1.15,12.35,7.5,25.88,15.07,0.27,52.03,0.38,1.23,0.18,,71.0,1.08,25.75,12.0,23.25,0.0,0.03
2023-03-20 05:00:00,2023-03-20 06:00:00,50.0,51.0,1.2,9.45,6.0,25.65,14.35,0.21,59.08,0.55,1.25,0.18,,76.5,1.95,30.25,12.0,22.85,0.0,0.05
2023-03-20 06:00:00,2023-03-20 07:00:00,50.0,51.0,1.45,6.93,4.82,24.52,13.7,0.19,63.5,0.2,1.0,0.1,,76.0,1.57,46.25,21.25,22.85,0.0,0.0
2023-03-20 07:00:00,2023-03-20 08:00:00,36.0,42.5,1.8,8.88,6.18,25.07,13.62,0.25,58.77,0.33,1.2,0.28,,74.25,1.17,54.25,51.75,23.0,0.0,0.08
2023-03-20 08:00:00,2023-03-20 09:00:00,37.25,49.0,2.8,12.85,9.12,26.05,14.55,0.43,59.85,0.3,1.42,0.47,,69.25,0.9,75.5,99.5,23.47,0.0,0.12
2023-03-20 09:00:00,2023-03-20 10:00:00,43.5,56.25,3.5,13.02,9.77,31.02,15.7,0.44,71.0,0.5,2.0,0.83,,62.5,0.93,101.0,132.75,24.03,0.0,0.3
2023-03-20 10:00:00,2023-03-20 11:00:00,43.75,61.25,3.25,18.4,12.4,34.42,15.9,0.66,77.03,0.4,2.25,1.0,,58.75,1.0,98.0,125.75,24.38,0.0,0.38
2023-03-20 11:00:00,2023-03-20 12:00:00,42.0,78.0,4.2,20.85,14.5,36.28,17.25,0.77,78.62,0.75,3.3,2.0,0.08,57.0,1.07,129.75,135.5,24.55,0.0,0.9
2023-03-20 12:00:00,2023-03-20 13:00:00,54.0,94.0,4.07,24.3,16.27,35.33,16.93,0.78,88.05,0.97,3.4,1.7,0.05,52.75,1.23,135.5,257.75,24.92,0.0,0.6
2023-03-20 13:00:00,2023-03-20 14:00:00,43.0,91.25,3.68,23.23,15.35,33.68,17.8,0.7,91.0,0.6,6.35,1.77,0.08,49.25,1.67,172.5,324.5,25.22,0.0,0.8
2023-03-20 14:00:00,2023-03-20 15:00:00,43.75,78.25,3.25,24.18,15.53,31.92,16.23,0.82,87.47,0.4,4.2,1.48,0.05,54.0,1.05,169.5,51.25,25.07,0.0,0.65
2023-03-20 15:00:00,2023-03-20 16:00:00,45.33,63.0,3.4,20.85,13.85,33.15,15.97,0.76,89.03,0.5,3.05,1.7,0.08,57.0,0.85,204.0,150.5,25.07,0.0,0.73
2023-03-20 16:00:00,2023-03-20 17:00:00,52.0,63.33,2.12,15.42,9.95,32.05,16.07,0.7,94.5,0.45,2.65,1.2,0.03,57.75,0.9,267.5,85.25,25.2,0.0,0.48
2023-03-20 17:00:00,2023-03-20 18:00:00,59.0,74.0,1.97,16.2,10.2,32.32,16.23,0.77,86.5,0.57,2.52,1.08,,60.75,0.75,239.25,45.0,24.87,0.0,0.43
2023-03-20 18:00:00,2023-03-20 19:00:00,59.0,78.75,4.3,33.52,21.3,31.9,17.9,1.69,71.1,0.68,3.9,1.43,0.12,59.75,0.83,125.5,13.0,24.67,0.0,0.62
2023-03-20 19:00:00,2023-03-20 20:00:00,76.0,100.75,5.7,45.3,28.73,30.15,16.98,1.76,50.53,1.25,6.38,4.4,0.17,61.75,1.0,151.5,12.0,24.3,0.0,1.45
2023-03-20 20:00:00,2023-03-20 21:00:00,110.5,131.0,7.08,56.2,35.67,32.12,19.0,2.04,32.75,1.55,8.88,5.33,0.28,66.5,0.57,188.0,12.0,24.1,0.0,1.65
2023-03-20 21:00:00,2023-03-20 22:00:00,107.0,138.0,4.08,37.67,23.35,30.6,18.52,1.49,41.77,1.6,6.43,4.05,0.22,69.0,0.5,240.0,12.0,23.75,0.0,2.12
2023-03-20 22:00:00,2023-03-20 23:00:00,89.0,125.5,3.17,40.42,24.08,29.7,19.48,1.42,36.1,1.65,5.75,3.95,0.2,70.0,0.73,191.0,12.0,23.75,0.0,2.03
2023-03-20 23:00:00,2023-03-21 00:00:00,76.5,123.0,2.35,34.88,20.48,30.9,17.93,0.83,24.53,1.65,4.65,2.68,0.12,75.0,0.82,301.5,12.0,23.08,0.0,0.33
2023-03-21 00:00:00,2023-03-21 01:00:00,113.33,117.0,1.38,15.4,9.3,26.9,14.88,,57.25,0.88,2.88,1.12,0.03,72.25,1.32,287.25,12.0,23.22,0.0,0.42
2023-03-21 01:00:00,2023-03-21 02:00:00,,25.0,1.32,5.78,4.17,24.73,14.3,0.04,73.05,0.17,1.17,0.2,,73.0,1.6,279.0,12.0,22.95,0.0,0.05
2023-03-21 02:00:00,2023-03-21 03:00:00,,23.0,1.25,4.83,3.58,24.45,13.72,0.17,71.45,0.1,0.97,0.1,,75.0,1.4,259.0,12.0,22.67,0.0,0.0
2023-03-21 03:00:00,2023-03-21 04:00:00,,,1.23,4.8,3.52,24.7,13.48,0.17,66.35,0.1,1.0,0.12,,77.5,0.92,292.25,12.0,22.45,0.0,0.0
2023-03-21 04:00:00,2023-03-21 05:00:00,,,1.27,7.77,5.15,25.75,13.32,0.23,56.33,0.15,1.07,0.15,,79.75,0.85,336.0,12.0,22.3,0.0,0.0
2023-03-21 05:00:00,2023-03-21 06:00:00,,,1.12,8.57,5.47,26.4,13.5,0.29,54.98,0.43,1.18,0.15,,78.75,0.6,333.5,12.25,22.32,0.0,0.03
2023-03-21 06:00:00,2023-03-21 07:00:00,,56.0,1.55,12.93,8.1,27.4,14.15,0.37,46.53,0.53,1.52,0.33,,79.75,0.78,97.25,26.25,22.35,0.0,0.12
2023-03-21 07:00:00,2023-03-21 08:00:00,51.0,54.67,2.17,10.28,7.23,26.15,13.9,0.3,59.23,0.43,1.4,0.35,,76.0,1.43,29.25,105.5,22.8,0.0,0.12
2023-03-21 08:00:00,2023-03-21 09:00:00,28.0,32.0,2.83,11.35,8.3,26.0,14.2,0.38,63.2,0.28,1.52,0.53,,68.5,1.07,71.75,199.75,23.67,0.0,0.17
2023-03-21 09:00:00,2023-03-21 10:00:00,26.5,34.0,2.9,13.78,9.68,30.35,15.0,0.41,76.0,0.3,3.0,0.77,,57.25,1.02,131.0,277.25,24.57,0.0,0.3
2023-03-21 10:00:00,2023-03-21 11:00:00,23.0,36.25,2.28,12.02,8.27,35.88,14.9,0.44,85.25,0.22,2.25,0.62,,50.5,1.4,21.0,335.25,25.23,0.0,0.22
2023-03-21 11:00:00,2023-03-21 12:00:00,20.0,34.25,2.55,14.0,9.5,41.4,14.7,0.64,89.78,0.28,2.48,0.68,,51.25,1.5,59.0,405.25,25.5,0.0,0.3
2023-03-21 12:00:00,2023-03-21 13:00:00,26.0,47.75,2.53,17.17,11.2,41.17,15.25,0.72,96.22,0.38,3.02,0.98,0.05,48.75,1.98,71.75,372.0,25.85,0.0,0.43
2023-03-21 13:00:00,2023-03-21 14:00:00,39.67,56.75,2.58,14.85,10.0,36.62,14.5,0.62,100.57,0.3,2.45,0.8,0.03,42.5,1.9,65.25,354.25,26.27,0.0,0.23
2023-03-21 14:00:00,2023-03-21 15:00:00,32.67,54.25,2.32,15.38,10.07,35.75,14.57,0.67,107.62,0.3,2.92,0.9,,41.25,1.77,74.0,281.5,26.52,0.0,0.38
2023-03-21 15:00:00,2023-03-21 16:00:00,27.5,53.75,1.88,15.7,9.85,34.12,14.88,0.71,111.03,0.4,3.03,1.15,,41.75,1.98,76.75,164.5,26.55,0.0,0.5
2023-03-21 16:00:00,2023-03-21 17:00:00,36.67,66.25,1.95,17.15,10.73,32.83,14.53,0.81,112.52,0.42,2.33,1.0,0.03,45.75,2.0,99.0,84.0,26.3,0.0,0.45
2023-03-21 17:00:00,2023-03-21 18:00:00,47.0,86.5,1.88,20.48,12.4,33.22,14.88,1.05,105.1,1.1,3.1,1.43,0.03,48.0,1.88,93.75,35.25,25.85,0.0,0.62
2023-03-21 18:00:00,2023-03-21 19:00:00,71.0,113.25,2.25,28.88,17.23,31.18,14.65,1.21,94.62,0.92,2.92,1.6,0.08,49.0,1.55,109.75,13.25,25.35,0.0,0.53
2023-03-21 19:00:00,2023-03-21 20:00:00,72.0,112.75,3.42,33.08,20.38,29.48,14.95,1.32,79.5,0.97,3.8,2.45,0.1,56.25,1.6,139.0,12.0,24.88,0.0,0.57
2023-03-21 20:00:00,2023-03-21 21:00:00,85.33,118.75,2.52,27.85,16.88,27.98,15.55,1.08,68.57,1.0,4.08,2.55,0.1,67.75,1.9,156.25,12.0,24.15,0.0,1.17
2023-03-21 21:00:00,2023-03-21 22:00:00,85.5,98.75,2.17,21.4,13.15,26.57,14.68,0.89,64.98,0.73,2.85,1.68,0.03,72.0,1.9,157.75,12.0,23.75,0.0,0.68
2023-03-21 22:00:00,2023-03-21 23:00:00,72.0,83.75,1.95,21.83,13.2,25.5,14.53,0.81,57.9,0.57,2.55,1.28,,74.0,1.25,161.0,12.0,23.5,0.0,0.53
2023-03-21 23:00:00,2023-03-22 00:00:00,65.0,67.5,1.7,17.5,10.68,25.1,14.23,0.64,60.1,0.45,2.3,0.85,,75.5,0.8,196.0,12.0,23.32,0.0,0.38
2023-03-22 00:00:00,2023-03-22 01:00:00,64.67,71.25,1.6,14.45,8.98,26.83,14.62,0.7,53.12,0.78,1.75,0.38,,79.5,0.7,217.5,12.0,23.05,0.0,0.15
2023-03-22 01:00:00,2023-03-22 02:00:00,60.33,77.0,1.45,10.92,7.0,27.05,17.7,0.58,53.88,0.6,1.55,0.25,,80.5,0.75,264.5,12.0,22.87,0.0,0.05
2023-03-22 02:00:00,2023-03-22 03:00:00,,,1.32,11.65,7.27,28.43,16.0,0.53,47.25,0.83,1.43,0.22,,81.5,0.85,285.25,12.0,22.65,0.0,0.08
2023-03-22 03:00:00,2023-03-22 04:00:00,,56.0,1.18,11.52,7.1,28.8,15.18,0.46,46.3,0.6,1.35,0.2,,82.5,0.68,296.75,12.0,22.45,0.0,0.03
2023-03-22 04:00:00,2023-03-22 05:00:00,,55.0,1.1,10.65,6.57,29.17,14.85,0.47,47.2,0.43,1.3,0.2,,82.5,0.4,288.0,12.0,22.42,0.0,0.0
2023-03-22 05:00:00,2023-03-22 06:00:00,,,1.35,12.1,7.55,30.17,15.35,0.55,42.6,0.57,1.55,0.28,,83.0,0.48,304.75,12.25,22.45,0.0,0.08
2023-03-22 06:00:00,2023-03-22 07:00:00,,,2.05,17.05,10.75,32.02,15.75,0.73,35.35,0.83,1.82,0.4,,82.25,0.4,307.25,27.5,22.48,0.0,0.15
2023-03-22 07:00:00,2023-03-22 08:00:00,,123.0,3.1,20.4,13.38,33.18,17.27,0.76,50.25,1.05,2.38,0.85,,76.0,0.57,325.25,95.5,22.93,0.0,0.33
2023-03-22 08:00:00,2023-03-22 09:00:00,97.0,117.5,2.95,19.02,12.53,32.52,19.48,0.7,71.2,0.82,2.17,0.78,,64.5,0.57,262.25,190.5,24.03,0.0,0.3
2023-03-22 09:00:00,2023-03-22 10:00:00,73.5,101.0,2.72,20.35,13.02,33.73,17.98,0.73,107.43,0.5,3.37,0.8,,52.75,0.8,186.25,283.0,24.95,0.0,0.33
2023-03-22 10:00:00,2023-03-22 11:00:00,37.0,92.0,2.35,24.27,14.85,38.3,17.27,0.77,113.95,0.4,5.72,0.82,,47.5,0.92,76.5,355.0,25.3,0.0,0.35
2023-03-22 11:00:00,2023-03-22 12:00:00,37.33,92.75,2.27,26.47,15.9,38.9,16.3,0.89,121.0,0.43,7.35,1.2,0.1,42.25,1.15,161.5,391.0,25.88,0.0,0.35
2023-03-22 12:00:00,2023-03-22 13:00:00,31.75,94.75,2.05,24.7,14.85,37.95,16.25,0.83,125.12,0.5,7.82,2.78,0.45,38.25,1.3,117.0,396.5,26.38,0.0,0.5
2023-03-22 13:00:00,2023-03-22 14:00:00,22.0,87.5,2.3,20.85,12.93,34.9,16.12,0.82,122.97,0.43,6.3,1.45,0.12,33.0,1.5,64.5,354.0,26.83,0.0,0.03
2023-03-22 14:00:00,2023-03-22 15:00:00,37.33,71.5,2.42,18.6,11.85,32.5,15.95,0.8,121.67,0.4,5.0,1.23,0.08,29.25,1.33,90.75,281.5,27.07,0.0,0.1
2023-03-22 15:00:00,2023-03-22 16:00:00,65.0,69.5,2.15,20.4,12.62,31.08,15.82,0.84,126.22,0.43,4.4,1.43,0.05,31.0,1.55,128.75,224.0,27.15,0.0,0.33
2023-03-22 16:00:00,2023-03-22 17:00:00,58.0,67.5,2.3,21.15,13.12,29.63,16.23,0.89,121.35,0.38,3.52,1.05,,30.5,1.52,133.75,88.25,27.17,0.0,0.28
2023-03-22 17:00:00,2023-03-22 18:00:00,18.0,68.5,2.45,28.43,17.12,28.5,16.35,1.17,112.85,0.47,3.23,1.75,0.08,31.5,1.3,126.0,26.0,26.88,0.0,0.75
2023-03-22 18:00:00,2023-03-22 19:00:00,44.5,93.5,4.78,59.03,35.28,30.77,17.05,2.58,77.9,0.85,4.88,2.9,0.15,32.75,0.78,93.75,13.0,26.6,0.0,0.45
2023-03-22 19:00:00,2023-03-22 20:00:00,39.0,172.5,9.68,69.55,44.88,31.7,17.95,3.01,44.92,2.23,10.85,7.28,0.4,37.0,0.82,70.75,12.0,26.18,0.0,0.0
2023-03-22 20:00:00,2023-03-22 21:00:00,80.0,225.75,2.0,17.5,10.92,26.78,16.75,0.77,98.62,1.4,5.55,3.75,0.17,50.25,2.57,57.25,12.0,24.52,0.0,0.35
2023-03-22 21:00:00,2023-03-22 22:00:00,73.75,138.75,2.48,23.25,14.38,25.25,16.17,0.96,87.9,0.5,3.2,2.1,0.05,52.0,0.72,118.25,12.0,24.4,0.0,0.93
2023-03-22 22:00:00,2023-03-22 23:00:00,7.25,79.5,1.75,27.85,16.27,26.52,18.62,0.97,69.85,0.65,3.78,2.5,0.05,54.0,0.65,326.75,12.0,24.15,0.0,1.18
2023-03-22 23:00:00,2023-03-23 00:00:00,18.0,88.25,1.2,25.65,14.65,26.77,20.43,0.73,61.9,0.82,3.15,1.32,0.03,55.5,0.45,292.75,12.0,23.98,0.0,0.53
2023-03-23 00:00:00,2023-03-23 01:00:00,19.33,75.25,1.48,24.68,14.33,26.15,16.35,0.6,55.95,0.77,2.88,1.0,,55.75,0.5,237.0,12.0,23.9,0.0,0.38
2023-03-23 01:00:00,2023-03-23 02:00:00,21.33,75.25,1.4,22.25,12.97,26.05,15.4,0.43,59.9,0.7,2.12,0.62,,55.75,0.57,233.5,12.0,23.88,0.0,0.25
2023-03-23 02:00:00,2023-03-23 03:00:00,20.33,56.0,1.37,15.33,9.28,25.12,14.77,0.33,74.7,0.55,1.6,0.35,,56.0,0.88,29.75,12.0,24.02,0.0,0.1
2023-03-23 03:00:00,2023-03-23 04:00:00,,35.75,1.3,12.27,7.6,25.5,15.45,0.35,71.42,0.35,1.35,0.2,,58.25,0.8,108.75,12.0,23.77,0.0,0.03
2023-03-23 04:00:00,2023-03-23 05:00:00,12.0,33.25,1.15,11.18,6.88,26.6,23.83,0.39,65.67,0.53,1.2,0.12,,60.25,0.53,124.5,12.0,23.52,0.0,0.0
2023-03-23 05:00:00,2023-03-23 06:00:00,14.0,38.25,1.43,16.0,9.67,27.18,17.85,0.47,56.12,0.55,1.57,0.3,,60.0,0.52,118.75,12.0,23.6,0.0,0.12
2023-03-23 06:00:00,2023-03-23 07:00:00,27.75,67.0,2.08,21.5,13.12,29.75,20.42,0.61,48.58,1.0,2.23,0.7,,63.5,0.9,119.25,26.25,23.25,0.0,0.25
2023-03-23 07:00:00,2023-03-23 08:00:00,42.5,105.0,2.45,16.85,10.95,29.0,21.05,0.56,74.52,0.7,1.88,0.62,,58.25,0.7,109.5,104.5,23.78,0.0,0.25
2023-03-23 08:00:00,2023-03-23 09:00:00,29.67,92.0,2.55,18.05,11.67,28.62,18.12,0.57,88.7,0.62,2.2,0.77,,49.0,0.53,99.75,204.75,24.77,0.0,0.3
2023-03-23 09:00:00,2023-03-23 10:00:00,33.33,93.75,2.45,21.0,13.15,31.47,15.75,0.67,109.23,0.5,4.0,0.82,,43.0,0.72,114.25,285.25,25.62,0.0,0.35
2023-03-23 10:00:00,2023-03-23 11:00:00,41.5,96.5,2.38,24.1,14.78,34.53,16.05,0.75,110.05,0.55,6.47,1.35,0.05,38.25,0.95,96.25,353.25,26.25,0.0,0.42
2023-03-23 11:00:00,2023-03-23 12:00:00,22.75,95.5,2.4,25.95,15.8,36.25,14.55,0.76,100.52,0.45,7.6,1.25,0.05,33.75,1.52,65.5,408.5,26.98,0.0,0.55
2023-03-23 12:00:00,2023-03-23 13:00:00,14.0,67.75,2.5,19.87,12.57,35.58,13.4,0.72,104.72,0.3,6.3,0.98,0.03,30.75,1.83,37.0,412.0,27.45,0.0,0.4
2023-03-23 13:00:00,2023-03-23 14:00:00,,47.75,2.02,16.98,10.68,33.05,12.62,0.63,109.67,0.25,5.37,0.8,,28.0,1.52,20.5,367.0,27.9,0.0,0.33
2023-03-23 14:00:00,2023-03-23 15:00:00,,47.25,2.08,16.03,10.2,30.55,13.18,0.63,112.5,0.25,4.28,0.9,,27.0,1.38,32.0,240.0,28.13,0.0,0.38
2023-03-23 15:00:00,2023-03-23 16:00:00,,53.0,2.18,16.35,10.45,29.53,13.77,0.69,110.25,0.32,3.1,0.75,,26.25,1.7,72.5,212.5,28.27,0.0,0.3
2023-03-23 16:00:00,2023-03-23 17:00:00,34.0,53.75,2.65,20.7,13.15,28.07,13.67,0.89,102.95,0.35,3.52,1.32,,26.75,1.5,90.75,72.5,28.18,0.0,0.57
2023-03-23 17:00:00,2023-03-23 18:00:00,28.25,68.5,3.9,33.62,21.05,29.0,14.55,1.43,88.97,0.75,3.77,2.08,0.1,28.0,1.3,110.5,31.25,27.82,0.0,0.6
2023-03-23 18:00:00,2023-03-23 19:00:00,18.25,105.75,2.97,27.77,17.2,29.12,14.68,1.24,87.1,1.3,5.85,3.6,0.15,34.75,1.23,215.75,13.25,26.92,0.0,0.42
2023-03-23 19:00:00,2023-03-23 20:00:00,21.0,105.75,2.23,27.72,16.57,27.83,21.4,1.18,84.28,0.7,4.17,2.62,0.12,40.25,0.5,269.75,12.0,26.12,0.0,1.05
2023-03-23 20:00:00,2023-03-23 21:00:00,17.67,92.25,6.9,47.68,30.95,28.9,23.1,2.18,52.25,1.02,5.58,3.15,0.12,41.5,0.4,173.0,12.0,26.1,0.0,0.88
2023-03-23 21:00:00,2023-03-23 22:00:00,55.0,142.5,5.38,55.35,33.8,30.5,22.27,2.3,31.48,1.95,11.28,6.05,0.3,44.0,0.3,320.5,12.0,25.83,0.0,1.97
2023-03-23 22:00:00,2023-03-23 23:00:00,79.5,175.0,6.75,57.1,35.85,33.08,28.6,2.21,20.1,2.2,16.3,6.75,0.33,48.5,0.35,254.5,12.0,25.4,0.0,0.85
2023-03-23 23:00:00,2023-03-24 00:00:00,66.0,188.5,2.65,43.72,25.4,32.83,23.67,1.23,18.98,1.85,12.1,4.5,0.22,51.75,0.35,302.25,12.0,25.0,0.0,0.0
2023-03-24 00:00:00,2023-03-24 01:00:00,62.0,159.5,1.52,33.15,18.9,32.85,21.77,0.15,28.12,1.1,5.4,2.72,0.1,52.25,0.45,318.25,12.0,24.67,0.0,1.12
2023-03-24 01:00:00,2023-03-24 02:00:00,34.0,115.0,3.08,47.65,27.82,34.65,31.6,0.05,18.65,0.98,3.8,1.38,0.05,53.5,0.45,310.25,12.0,24.3,0.0,0.57
2023-03-24 02:00:00,2023-03-24 03:00:00,35.0,103.0,3.15,51.08,29.73,37.12,33.27,0.11,14.95,0.95,3.35,1.02,,54.5,0.33,317.25,12.0,24.23,0.0,0.35
2023-03-24 03:00:00,2023-03-24 04:00:00,35.0,102.0,2.08,35.33,20.45,37.65,28.4,0.02,33.52,1.23,3.7,1.1,,54.25,0.38,265.0,12.0,24.2,0.0,0.43
2023-03-24 04:00:00,2023-03-24 05:00:00,23.67,97.0,1.52,19.65,11.7,36.6,45.9,0.0,71.55,0.95,2.4,0.7,,50.25,0.5,224.75,12.0,24.4,0.0,0.25
2023-03-24 05:00:00,2023-03-24 06:00:00,12.5,112.75,1.38,16.82,10.05,36.25,27.12,0.0,67.4,1.3,1.92,0.38,,53.25,0.68,263.25,12.25,24.07,0.0,0.12
2023-03-24 06:00:00,2023-03-24 07:00:00,49.75,116.5,1.4,20.0,11.8,38.42,19.2,0.12,60.6,1.65,2.15,0.5,,53.75,0.7,258.0,30.5,24.1,0.0,0.03
2023-03-24 07:00:00,2023-03-24 08:00:00,75.0,167.75,3.27,28.98,18.1,37.2,40.8,0.3,62.45,2.23,2.93,1.1,0.03,49.25,0.45,206.75,85.75,24.9,0.0,0.07
2023-03-24 08:00:00,2023-03-24 09:00:00,66.67,188.0,3.45,25.2,16.23,36.17,32.45,0.1,77.4,1.15,2.82,1.2,,43.0,0.9,241.0,128.25,25.75,0.0,0.47
2023-03-24 09:00:00,2023-03-24 10:00:00,35.25,150.5,2.67,24.48,15.2,39.45,18.98,,95.53,0.45,2.57,0.95,,37.25,1.18,229.5,253.0,26.8,0.0,0.38
2023-03-24 10:00:00,2023-03-24 11:00:00,12.75,104.5,2.15,30.35,17.9,42.83,17.0,0.72,107.05,0.38,4.38,0.97,,31.75,1.62,238.5,355.25,27.57,0.0,0.4
2023-03-24 11:00:00,2023-03-24 12:00:00,7.0,88.75,2.4,33.7,19.85,41.7,17.45,0.82,109.97,0.28,3.6,0.85,,29.5,1.45,246.5,399.5,28.25,0.0,0.35
2023-03-24 12:00:00,2023-03-24 13:00:00,8.33,87.0,2.13,26.5,15.83,31.25,16.35,0.59,106.85,0.22,4.4,0.8,,27.75,1.25,262.75,312.75,28.7,0.0,0.32
2023-03-24 13:00:00,2023-03-24 14:00:00,12.25,75.0,2.1,22.65,13.77,26.7,16.27,0.6,110.75,0.2,3.55,0.68,,27.25,1.12,247.5,243.75,28.92,0.0,0.25
2023-03-24 14:00:00,2023-03-24 15:00:00,12.0,79.75,2.05,21.6,13.18,27.5,16.27,0.51,114.55,0.18,4.0,0.75,,27.5,1.33,203.75,167.5,29.0,0.0,0.3
2023-03-24 15:00:00,2023-03-24 16:00:00,5.67,82.25,2.4,19.6,12.43,27.4,17.57,0.78,108.58,0.23,2.97,1.07,0.03,34.5,1.55,78.5,108.0,28.18,0.0,0.43
2023-03-24 16:00:00,2023-03-24 17:00:00,30.0,97.25,2.67,22.95,14.38,28.05,17.23,0.86,99.42,0.6,3.8,1.93,0.1,38.5,1.35,76.75,54.5,27.8,0.0,0.12
2023-03-24 17:00:00,2023-03-24 18:00:00,53.25,116.75,3.67,45.45,27.15,28.55,18.8,1.82,77.45,0.93,4.4,2.62,0.15,40.0,0.75,144.25,35.0,27.7,0.0,0.03
2023-03-24 18:00:00,2023-03-24 19:00:00,47.0,132.25,14.97,91.03,60.6,37.75,22.65,3.25,31.13,2.2,11.33,7.1,0.43,41.75,0.7,159.75,13.5,27.47,0.0,0.0
2023-03-24 19:00:00,2023-03-24 20:00:00,60.33,175.75,16.3,85.67,58.85,33.9,22.3,3.25,23.02,2.5,16.07,9.77,0.67,41.5,0.57,181.25,12.25,27.1,0.0,0.0
2023-03-24 20:00:00,2023-03-24 21:00:00,67.33,221.0,11.97,81.22,52.95,34.1,20.23,3.18,21.73,1.98,11.78,7.58,0.45,42.5,0.35,186.75,12.0,26.7,0.0,0.0
2023-03-24 21:00:00,2023-03-24 22:00:00,47.0,201.5,7.0,61.25,38.27,36.58,18.55,2.28,35.77,2.25,12.5,8.15,0.55,43.75,0.6,189.25,12.0,26.32,0.0,0.7
2023-03-24 22:00:00,2023-03-24 23:00:00,51.5,168.5,2.53,36.92,21.68,36.3,17.57,1.07,59.02,1.33,9.05,5.78,0.28,48.0,1.15,186.5,12.75,25.82,0.0,1.3
2023-03-24 23:00:00,2023-03-25 00:00:00,33.67,125.75,1.47,17.7,10.65,37.62,17.3,0.65,89.33,0.45,3.35,1.85,0.03,52.25,1.27,190.0,12.25,25.6,0.0,0.7
2023-03-25 00:00:00,2023-03-25 01:00:00,31.0,108.67,1.32,15.45,9.27,37.72,16.35,0.11,87.03,0.53,2.08,0.73,,53.0,0.57,246.0,12.25,25.48,0.0,0.28
2023-03-25 01:00:00,2023-03-25 02:00:00,48.0,101.0,1.08,15.05,8.88,38.12,16.62,,72.22,0.93,1.98,0.6,,54.5,0.3,281.25,12.25,25.2,0.0,0.22
2023-03-25 02:00:00,2023-03-25 03:00:00,47.75,101.0,1.35,21.8,12.7,38.88,20.48,0.08,46.73,1.08,2.9,0.98,0.03,58.0,0.55,314.25,12.0,24.8,0.0,0.38
2023-03-25 03:00:00,2023-03-25 04:00:00,48.33,107.5,1.55,36.67,20.75,40.42,31.6,0.14,31.12,1.2,3.1,0.88,0.03,60.0,0.65,319.5,12.0,24.52,0.0,0.3
2023-03-25 04:00:00,2023-03-25 05:00:00,71.0,121.67,1.25,20.9,12.12,39.27,27.78,,51.77,1.17,2.6,0.65,,53.0,1.72,96.0,12.25,24.93,0.0,0.23
2023-03-25 05:00:00,2023-03-25 06:00:00,75.0,109.0,1.28,12.83,7.88,38.03,18.75,,58.6,0.52,1.42,0.3,,68.25,1.4,82.25,12.75,23.92,0.0,0.1
2023-03-25 06:00:00,2023-03-25 07:00:00,62.75,116.0,1.85,12.95,8.4,37.38,16.85,,55.72,0.78,1.6,0.33,,73.5,1.6,105.75,29.25,23.5,0.0,0.1
2023-03-25 07:00:00,2023-03-25 08:00:00,87.67,120.75,2.6,12.8,8.95,36.55,16.77,,54.9,0.8,1.82,0.5,,73.25,1.77,116.0,101.0,23.2,0.0,0.17
2023-03-25 08:00:00,2023-03-25 09:00:00,81.33,110.5,3.12,13.62,9.8,35.98,17.15,,59.7,0.75,1.77,0.6,,67.5,1.5,132.75,203.5,23.75,0.0,0.23
2023-03-25 09:00:00,2023-03-25 10:00:00,74.0,103.0,3.42,17.45,12.05,39.9,18.85,,76.8,0.57,2.93,0.97,,60.25,1.5,140.25,298.75,24.6,0.0,0.35
2023-03-25 10:00:00,2023-03-25 11:00:00,51.0,107.5,2.85,19.73,12.8,44.7,17.9,0.97,83.4,0.53,4.58,1.0,,52.75,1.15,160.5,372.0,25.57,0.0,0.38
2023-03-25 11:00:00,2023-03-25 12:00:00,41.67,104.0,2.2,25.2,15.2,45.33,16.75,1.06,86.1,0.53,7.93,1.77,0.08,45.5,1.05,125.75,406.5,26.47,0.0,0.8
2023-03-25 12:00:00,2023-03-25 13:00:00,31.67,106.5,1.97,23.33,14.0,40.58,16.28,0.9,94.63,0.4,7.95,1.3,0.05,38.5,1.25,156.0,384.5,27.12,0.0,0.55
2023-03-25 13:00:00,2023-03-25 14:00:00,23.25,98.5,2.23,17.93,11.32,36.0,16.55,0.83,107.55,0.38,6.15,0.93,,34.75,1.4,159.25,372.5,27.5,0.0,0.38
2023-03-25 14:00:00,2023-03-25 15:00:00,16.5,84.75,2.22,14.5,9.53,32.57,15.82,0.78,108.5,0.33,4.9,0.85,,33.0,1.57,61.0,279.5,27.85,0.0,0.32
2023-03-25 15:00:00,2023-03-25 16:00:00,11.0,78.75,2.02,13.3,8.75,30.6,16.3,0.81,110.82,0.33,3.77,1.07,,32.25,1.78,84.5,149.25,27.92,0.0,0.43
